year,FOD1,wfh,perwt
2023.0,3601,0.11046271625323677,493
2023.0,3602,0.0,20
2023.0,3603,0.0957153037591306,231
2023.0,3604,0.08437633035334184,226
2023.0,3605,0.0,37
2023.0,3606,0.13360066506919654,159
2023.0,3607,0.1817427385892116,9
2023.0,3608,0.19041598694942904,244
2023.0,3609,0.03914171186041028,81
2023.0,3611,0.2106745168309228,334
2023.0,3699,0.08891139686454114,202
2023.0,3700,0.2530454482224121,937
2023.0,3701,0.2706069272322847,142
2023.0,3702,0.30988782341233945,208
2023.0,3801,0.0,2
2023.0,4000,0.08193051993471671,185
2023.0,4001,0.19278092334494773,339
2023.0,4002,0.16014446737577392,203
2023.0,4005,0.18115279048490393,15
2023.0,4006,0.3405959628324255,87
2023.0,4007,0.19166316575643,191
2023.0,4009,0.37966583718450053,56
2023.0,4101,0.10049952426260704,1833
2023.0,4801,0.1722130438203131,443
2023.0,4901,0.0777988614800759,347
2023.0,5000,0.018383761011106857,29
2023.0,5001,0.25377229080932784,46
2023.0,5002,0.24430400798270413,50
2023.0,5003,0.1203720054152687,641
2023.0,5004,0.1698257413634974,244
2023.0,5005,0.1498723237085052,52
2023.0,5006,0.1474010861132661,43
2023.0,5007,0.18556983462841203,381
2023.0,5008,0.1343783290214579,66
2023.0,5098,0.13336775604422305,511
2023.0,5102,0.07439310884886452,34
2023.0,5200,0.14142424597955247,4189
2023.0,5201,0.13050847457627118,15
2023.0,5202,0.05722460658082976,31
2023.0,5203,0.12524818001323626,55
2023.0,5205,0.33768844221105526,27
2023.0,5206,0.0,6
2023.0,5299,0.1612356375965342,100
2023.0,5301,0.092016154850149,2116
2023.0,5401,0.1263975155279503,57
2023.0,5402,0.2872071101535147,173
2023.0,5403,0.1404310907903331,167
2023.0,5404,0.12496844231254733,527
2023.0,5500,0.12388113139992839,97
2023.0,5501,0.26498575399062907,1782
2023.0,5502,0.2065768217929142,418
2023.0,5503,0.1257206581660565,398
2023.0,5504,0.2120139921997507,235
2023.0,5505,0.2465800865800866,303
2023.0,5506,0.20755844227027323,1666
2023.0,5507,0.11591052763753822,989
2023.0,5599,0.2465728047424972,49
2023.0,5601,0.03513548554388694,260
2023.0,5701,0.1266155531215772,37
2023.0,5901,0.06115297547058641,241
2023.0,6000,0.1649617707642356,774
2023.0,6001,0.1621210922041947,574
2023.0,6002,0.15739371027832566,658
2023.0,6003,0.18048447628795633,254
2023.0,6004,0.2570914435637852,1290
2023.0,6005,0.17266208770473243,593
2023.0,6006,0.22248337922234906,145
2023.0,6007,0.110909256063221,203
2023.0,6099,0.2805417940339412,175
2023.0,6100,0.1370258500430632,674
2023.0,6102,0.115223436337289,212
2023.0,6103,0.18547692307692307,364
2023.0,6104,0.02084587597832631,117
2023.0,6105,0.02077939321516298,274
2023.0,6106,0.043478260869565216,144
2023.0,6107,0.03553398917047343,4068
2023.0,6108,0.15862169235242804,74
2023.0,6109,0.09003648473273097,371
2023.0,6110,0.1689249851517286,606
2023.0,6199,0.12368015185668525,135
2023.0,6200,0.21461418219712575,2719
2023.0,6201,0.2008927098504452,1866
2023.0,6202,0.3083869728119896,98
2023.0,6203,0.19169050020767817,3709
2023.0,6204,0.24975419829315296,434
2023.0,6205,0.22206558381857186,161
2023.0,6206,0.2840490855891127,2713
2023.0,6207,0.2247269784687076,2405
2023.0,6209,0.23242646706012188,351
2023.0,6210,0.3031333575461419,263
2023.0,6211,0.13565394164597672,555
2023.0,6212,0.3082277351418883,377
2023.0,6299,0.2353026040539566,391
2023.0,6402,0.12619394240670384,1065
2023.0,6403,0.05829596412556054,13
2024.0,1100,0.11032083895753296,188
2024.0,1101,0.06413444871505011,308
2024.0,1102,0.16883886255924171,46
2024.0,1103,0.10665505030633467,361
2024.0,1104,0.08197809492200464,63
2024.0,1105,0.0559789972899729,141
2024.0,1106,0.0,20
2024.0,1107,0.0,16
2024.0,1199,0.054566744730679156,41
2024.0,1301,0.15863996489039797,773
2024.0,1302,0.20688513737173123,64
2024.0,1303,0.12297165200391007,343
2024.0,1401,0.11181016078142417,465
2024.0,1501,0.13271306113774292,371
2024.0,1901,0.18888527916089295,2497
2024.0,1902,0.2014315922514158,656
2024.0,1903,0.19422233685839566,997
2024.0,1904,0.2695760497203905,610
2024.0,2001,0.18617156837759316,365
2024.0,2100,0.25085511166752367,772
2024.0,2101,0.22298443039926005,110
2024.0,2102,0.30732382065542824,3330
2024.0,2105,0.29148936170212764,294
2024.0,2106,0.23841606246514221,391
2024.0,2107,0.2437140260527113,130
2024.0,2201,0.07302260920465355,105
2024.0,2300,0.06434515672590355,1040
2024.0,2301,0.0,9
2024.0,2303,0.0,2
2024.0,2304,0.06448145355737864,1222
2024.0,2305,0.09596863547259865,111
2024.0,2306,0.02487941101802488,155
2024.0,2307,0.07346760548005021,343
2024.0,2308,0.025269368907131863,71
2024.0,2309,0.07888820764357245,138
2024.0,2310,0.046500858100193415,298
2024.0,2311,0.07383507675587556,144
2024.0,2312,0.09449568145220319,147
2024.0,2313,0.0638377910694805,228
2024.0,2314,0.045041272879531045,312
2024.0,2399,0.10121299073953306,77
2024.0,2400,0.13632187006113472,649
2024.0,2401,0.08378582720461887,259
2024.0,2402,0.12217827806510496,161
2024.0,2403,0.0,28
2024.0,2404,0.12409783480352847,273
2024.0,2405,0.14285053786641186,565
2024.0,2406,0.08679919113560304,778
2024.0,2407,0.24716128533910087,893
2024.0,2408,0.15375346312953053,900
2024.0,2409,0.13077064557660475,49
2024.0,2410,0.1260608892003426,129
2024.0,2411,0.0,10
2024.0,2412,0.17008084780946137,322
2024.0,2413,0.07552285050348567,54
2024.0,2414,0.09679535596365912,2031
2024.0,2415,0.0,7
2024.0,2416,0.0,10
2024.0,2417,0.06746584889880122,21
2024.0,2418,0.10537232939224227,40
2024.0,2419,0.15982846546128882,65
2024.0,2499,0.12656979983712657,224
2024.0,2500,0.2030937598653057,141
2024.0,2501,0.05101058710298364,38
2024.0,2502,0.09305993690851735,71
2024.0,2503,0.059388861508132086,42
2024.0,2504,0.11343342813678153,127
2024.0,2599,0.14227046054561454,180
2024.0,2601,0.213819515615729,199
2024.0,2602,0.1741069681912438,487
2024.0,2603,0.13757045387125483,133
2024.0,2901,0.09027194840841561,668
2024.0,3202,0.1917017972043488,145
2024.0,3301,0.17028178591257587,1452
2024.0,3302,0.227095046854083,342
2024.0,3401,0.1422888981586318,544
2024.0,3402,0.20857988165680474,72
2024.0,3501,0.0,7
2024.0,3600,0.09751489400741976,2970
2024.0,3601,0.10950894871409235,480
2024.0,3602,0.06928313976772127,17
2024.0,3603,0.0967730407747561,269
2024.0,3604,0.09982100011425525,246
2024.0,3605,0.09471450617283951,49
2024.0,3606,0.0636206524087276,165
2024.0,3607,0.19393939393939394,12
2024.0,3608,0.10746886433349348,254
