acs_code,acs_title,eloundou_mean,handa_mean,handa_auto_mean,eisfeldt_mean,occ_top5_mean,eloundou_std,handa_std,handa_auto_std,eisfeldt_std
5200,Psychology,0.3963396840913766,0.16217722653483954,0.33881743123544544,0.24002030822993706,0.17959568298086556,-0.507698817,-0.184516578,0.12244757517983543,-0.432430456
5299,Miscellaneous Psychology,0.40152918849070585,0.15340551487783582,0.3459659333721219,0.24367238298421484,0.15544462306455706,-0.433627395,-0.338725796,0.21011592477457094,-0.377327993
5301,Criminal Justice and Fire Protection,0.3681656997249081,0.12949540591356323,0.3688097269738421,0.21576468680184882,0.1536616766822876,-0.90983492,-0.7590724,0.49026939542551434,-0.798399
5401,Public Administration,0.4508740799324292,0.1799768877614386,0.3613210953570033,0.3011533590837813,0.2522473353024271,0.27068769674043086,0.12840659440156083,0.39842973978592755,0.48994433037398905
5402,Public Policy,0.46923428897659175,0.2112776369300176,0.3606162646647316,0.3224189404122561,0.23367451245901205,0.5327487113311364,0.6786827823014615,0.38978578300256966,0.8107991832142035
5403,Human Services and Community Organization,0.38959437977587075,0.14786050084585994,0.3506184090282084,0.2267722220079977,0.15133821031715197,-0.603976658,-0.43620874,0.2671733130917858,-0.632317433
5404,Social Work,0.37585756940545234,0.14173990180962773,0.3174124838798382,0.2207542918668359,0.1415912572770912,-0.800046455,-0.543810634,-0.140060062,-0.723115895
5500,General Social Sciences,0.4031043461704041,0.16025264132558087,0.3638583925681207,0.2391581217350067,0.20465618254702436,-0.411144676,-0.21835134,0.42954684021857936,-0.445439116
5501,Economics,0.49741619292914024,0.24809476423262497,0.355231835,0.3471426264917862,0.2854240291192019,0.9349978537640092,1.3259384870256652,0.32375180528952713,1.1838298817962976
5502,Anthropology and Archeology,0.4266447350703077,0.17680954629738968,0.3550828016773401,0.26475227307265387,0.2004894004432617,-0.075145332,0.072723819,0.3219240745812704,-0.059274848
5503,Criminology,0.39361066608560297,0.14855232665049556,0.36635097254767207,0.23747545980178913,0.18996771087067355,-0.546650946,-0.424046243,0.46011553403193056,-0.470827101
5504,Geography,0.4692868683880941,0.1716889067288677,0.36213444637932385,0.29966442784432085,0.2800205775669643,0.5334991937407724,-0.0172985,0.40840457652860573,0.4674793525138915
5505,International Relations,0.46872474188635366,0.20887524617310874,0.3620273756512508,0.3233854505234221,0.26776892945255903,0.5254757861085343,0.6364480606838451,0.4070914743093436,0.8253818769434131
5506,Political Science and Government,0.4572987538840525,0.20497674433373658,0.362454906,0.30800423660793674,0.2531913108943126,0.3623890804298604,0.5679112752178935,0.4123346598680062,0.5933102937062915
5507,Sociology,0.4167144374691703,0.16946655311963987,0.34974313025386383,0.2572286507939385,0.20016335395791127,-0.21688358,-0.056368117,0.2564390020270392,-0.172791176
5599,Miscellaneous Social Sciences,0.4969543762848903,0.19400041633732068,0.36507209888612413,0.31585671462373727,0.2680404994454581,0.9284062,0.3749442668413045,0.44443158498855645,0.7117883940353457
5901,Transportation Sciences and Technologies,0.358232149,0.10091730039645322,0.3217064398930591,0.17707247411364802,0.14485705234136192,-1.051619605,-1.261483728,-0.087399515,-1.382186672
6000,Fine Arts,0.40891281287376713,0.1746788356874889,0.3751891032702836,0.2183926167090288,0.16845498179973137,-0.328238611,0.035265313,0.5685052804626588,-0.758748823
6001,Drama and Theater Arts,0.3790974033574411,0.15444656233030862,0.36972729402862065,0.21564443831069002,0.16396926019053015,-0.75380329,-0.320423882,0.5015223247520957,-0.800213308
6002,Music,0.4082922244430036,0.14585389104167962,0.3651125827761848,0.22381563774952598,0.16625949565655682,-0.337096464,-0.471485519,0.4449280744291323,-0.676926343
6003,Visual and Performing Arts,0.37821096114020264,0.15013961331086195,0.35638746607214367,0.2112383423635603,0.14062066166890924,-0.766455758,-0.396141286,0.33792431800018374,-0.866692435
6004,Commercial Art and Graphic Design,0.44201180119100625,0.19785278917963744,0.40674482018633024,0.22420617839523257,0.13600047322344033,0.14419361636386066,0.44267009124959655,0.9555007054363562,-0.67103387
6005,"Film, Video and Photographic Arts",0.42827125304534325,0.1712111665658356,0.41354653271285413,0.21881983605539182,0.20316521388295086,-0.051929531,-0.02569731,1.0389160699724889,-0.752302943
6006,Art History and Criticism,0.44238935941041313,0.2003989297431496,0.3664157366837003,0.28150680947097967,0.23499786337830414,0.14958262309068143,0.4874319758805637,0.46090979341801847,0.19351740992141916
6007,Studio Arts,0.39409284237676423,0.1680012870552377,0.3864179077099192,0.21313729611197174,0.15906482734604396,-0.539768692,-0.082127916,0.7062139548567289,-0.838041042
6099,Miscellaneous Fine Arts,0.4859975685449506,0.20710040545322864,0.39707574426063674,0.28939906279613603,0.3238855677716929,0.7720162513131206,0.6052458495097579,0.8369203493974832,0.31259563967242116
6100,General Medical and Health Services,0.37361327134087996,0.13880827515969166,0.2970522927438382,0.21849062701256783,0.1586198228608511,-0.832080024,-0.595349476,-0.389754938,-0.757270045
6102,Communication Disorders Sciences and Services,0.3738604481958175,0.13726139072909274,0.3219073286439628,0.2135026194863141,0.13620585227975798,-0.828551992,-0.622544149,-0.08493584,-0.832529047
6103,Health and Medical Administrative Services,0.46506876676314174,0.20944335005490058,0.3545127256408927,0.2956197192276714,0.2772337677586004,0.47329290802676716,0.6464354905923078,0.3149327322967893,0.40645283421980216
6104,Medical Assisting Services,0.27554696132450374,0.055340475,0.2215896727339044,0.12766203318078784,0.07302033,-2.231811184,-2.062737447,-1.315219214,-2.127690851
6105,Medical Technologies Technicians,0.3330097942044416,0.068926553,0.27787969142154867,0.17555421168391852,0.045483006,-1.411626172,-1.823890287,-0.624885359,-1.405094198
6106,Health and Medical Preparatory Programs,0.37975541549388603,0.1488757966577024,0.28320080829385313,0.21622728613255085,0.14411192460384403,-0.744411277,-0.418359547,-0.559627837,-0.791419307
6107,Nursing,0.33582633092903214,0.073548596,0.058722071,0.1690727355846307,0.030174806907812702,-1.371424861,-1.742633432,-3.312607415,-1.502886637
6108,"Pharmacy, Pharmaceutical Sciences, and Administration",0.400904428,0.11528544577219373,0.2974222372345702,0.222433441,0.086890524,-0.442544794,-1.008887593,-0.385217985,-0.69778091
6109,Treatment Therapy Professions,0.33528832385247676,0.097124782,0.29665834152357884,0.18287748560531966,0.077755109,-1.379104004,-1.328157296,-0.394586308,-1.294600724
6110,Community and Public Health,0.41470820343894643,0.16705918977752662,0.33122152935202825,0.2541130783850163,0.18886718359346352,-0.245519187,-0.098690258,0.029292370205337905,-0.219798898
6199,Miscellaneous Health Medical Professions,0.3741099512705552,0.12198207131521366,0.2800570748768389,0.18809372142023048,0.10925613504869744,-0.824990756,-0.891158987,-0.598182197,-1.215898216
6200,General Business,0.4520798410008677,0.21117127960561094,0.346880784,0.2909334277320663,0.2550405580978747,0.2878979021465306,0.6768129898976271,0.22133553687324667,0.33574612063584974
6201,Accounting,0.5006526504635725,0.27322932729874133,0.37926405269324914,0.3523099383874529,0.1621034218386369,0.9811928258971137,1.7678113468112782,0.6184799582011623,1.261794225787384
6202,Actuarial Science,0.5307518086684175,0.17486114984129697,0.3274681847373239,0.3474362632489335,0.2591644632469593,1.410807538807786,0.038470448,-0.016738186,1.188260269898448
6203,Business Management and Administration,0.46383186316988356,0.21750853573780446,0.3503381522038789,0.29785869117674085,0.256649422,0.4556381956092533,0.7882237784186047,0.2637362779224784,0.4402344179035799
6204,"Operations, Logistics and E-Commerce",0.488190321,0.19345747057030968,0.37761145293681436,0.3412277614287732,0.28419948325790284,0.8033140984635321,0.3653991238385575,0.5982126783686549,1.0945864639913223
6205,Business Economics,0.5052784202652477,0.24980533922836407,0.3507646051277491,0.3464865395573756,0.28419509374741886,1.0472178871899456,1.3560108882548696,0.26896624404695224,1.173930849480222
